Column1,PRODUCT,Product group,Product type
241,"POTASSIUM PHOSPHATE, DB",Intermediates,Intermediates
242,POTASSIUM ROSINATE,Intermediates,Intermediates
214,POTASSIUM SULFATE,Intermediates,Intermediates
992,POTASSIUM TETRABORATE,Intermediates,Intermediates
1145,POWDERED LIMESTONE,,
444,PP CATALYST,,
896,PP SCRAP BALES,Thermoplastics,Downstream
845,PRECIPITATED SILICA,,
1380,PROCESS OIL PLASTICIZER,,
138,PROMOTER (IMIDAZOLE),,
23,PROPANE,,
1071,PROPIONIC ACID,Intermediates,Intermediates
794,PROPIONITRILE,Intermediates,Intermediates
1177,PROPYLENE GLYCOL,Intermediates,Intermediates
824,PROPYLENE TETRAMER,Intermediates,Intermediates
35,"PROPYLENE, CHEM GRADE",Primary chemicals,Primary chemicals
106,"PROPYLENE, POLYMER GRADE",Primary chemicals,Primary chemicals
738,"PROPYLENE, REFINERY GRADE",Primary chemicals,Primary chemicals
592,PROTECTIVE COLLOID,,
121,"PS BEADS, GT (4% DVB) CM",Thermoplastics,Downstream
126,"PS BEADS, MP, GT (8% DVB) CM",Thermoplastics,Downstream
1327,PSEUDOCUMENE,Thermoplastics,Downstream
1269,PSEUDOCUMENE (CONTAINED),Thermoplastics,Downstream
757,PURIFIED SYNGAS,,
215,PYRIDINE,Thermoplastics,Downstream
792,PYROLYSIS GASOLINE,,
721,PYROLYSIS GASOLINE HEART CUT,,
1095,PYROMELLITIC ACID,Thermoplastics,Downstream
1128,PYROMELLITIC DIANHYDRIDE,Thermoplastics,Downstream
1336,QUASI-PREPOLYMER,Thermoplastics,Downstream
969,QUAT. AMMONIUM BROMIDE,Thermoplastics,Downstream
1109,QUAT. AMMONIUM CHLORIDE,Thermoplastics,Downstream
581,QUENCH & ABSORBER OILS,,
1497,RACEMIC AMINE,,
1494,RACEMIC NAPROXEN,,
869,RAPESEED OIL,,
837,"RAW KAOLIN, SMALL PARTICLE",,
130,RAW NATURAL GAS,,
981,REDOX CATALYST,,
945,REFINERY GAS,,
1273,REFORMATE HEART CUT,,
45,REFORMER CATALYST,,
901,REGULATOR,,
1216,"RELEASE AGENT, COVER FILM",,
1436,RESID (ARAB HV),,
986,RESID (ARAB LT),,
427,"RESID, VACUUM",,
705,RESIDUAL OIL (3% S),,
234,RESIDUE GAS,,
1100,RESIN FEEDSTOCK,Intermediates,Intermediates
1015,RESORCINOL,,
1352,RICE GRAIN,,
501,ROCK SALT,,
467,"ROYALTY, ORE TAX",,
1467,S-(BENZOTHIAZOL-2-YL),Intermediates,Intermediates
1042,SABS 913,,
589,SALT,,
470,SATURATION CATALYST,,
604,SCOT CATALYST & CHEM,,
815,SCRAP FILM,Thermoplastics,Downstream
689,SCRUBBING OIL,,
437,SEAWEED,,
1319,SEBACIC ACID,Intermediates,Intermediates
606,SEC-BUTYL ETHER,Intermediates,Intermediates
699,SEC-BUTYLLITHIUM,Intermediates,Intermediates
379,SHIFT CATALYST,,
479,SILANE,,
588,SILANE ED,,
1279,SILICA (-400 MESH),,
451,SILICA (AS 40% AQ. SUSP),,
420,SILICA ALUMINA,,
353,SILICA GEL,,
892,"SILICA, FUMED",,
838,"SILICA, QUARTZ SAND",,
1190,"SILICA, UNDEHYDRATED",,
1274,SILICON TETRACHLORIDE,Intermediates,Intermediates
480,SILICON-MET GRADE,Intermediates,Intermediates
547,SILICONE SURFACTANT,Intermediates,Intermediates
1192,SILOXALANE,Intermediates,Intermediates
541,SLAG DISPOSAL,,
481,SLAGGING ADDITIVE GETTERING,,
1296,SOAP,,
998,SODA LIME,,
152,SODIUM,,
4,SODIUM ACETATE,Intermediates,Intermediates
839,"SODIUM ALUMINATE (AQ, 38%)",Intermediates,Intermediates
849,SODIUM ALUMINATE SOLID,Intermediates,Intermediates
1498,SODIUM AMIDE,Intermediates,Intermediates
291,SODIUM BICARBONATE,Intermediates,Intermediates
205,SODIUM BISULFITE,Intermediates,Intermediates
1173,SODIUM BOROHYDRIDE,Intermediates,Intermediates
1141,SODIUM BROMATE,Intermediates,Intermediates
108,SODIUM BROMIDE,Intermediates,Intermediates
190,SODIUM CARBONATE,Intermediates,Intermediates
1514,SODIUM CASEINATE,Intermediates,Intermediates
254,SODIUM CETYL SULFATE,Intermediates,Intermediates
590,SODIUM CHLORATE,Intermediates,Intermediates
787,SODIUM CHLORIDE,Intermediates,Intermediates
361,SODIUM CHLORITE,Intermediates,Intermediates
970,SODIUM CYANIDE,Intermediates,Intermediates
972,SODIUM DICHROMATE,Intermediates,Intermediates
875,SODIUM DIHYDROPHOSPHATE,Intermediates,Intermediates
1253,SODIUM DODECYL BENZENE SULFONATE,Intermediates,Intermediates
509,SODIUM EDTA,Intermediates,Intermediates
977,SODIUM FLUORIDE DISPOSAL,Intermediates,Intermediates
1048,SODIUM FORM SULFOXYLATE,Intermediates,Intermediates
1521,SODIUM HYDRIDE,Intermediates,Intermediates
1226,SODIUM HYDROSULFIDE,Intermediates,Intermediates
269,SODIUM HYDROSULFITE,Intermediates,Intermediates
507,SODIUM HYDROXIDE (USP),Intermediates,Intermediates
145,SODIUM HYPOCHLORITE (15%),Intermediates,Intermediates
1393,SODIUM HYPOPHOSPHITE,Intermediates,Intermediates
1060,SODIUM IODIDE,Intermediates,Intermediates
181,SODIUM LAURYL SULFATE,Intermediates,Intermediates
1259,SODIUM LAURYLBENZENESULFONAT,Intermediates,Intermediates
1261,SODIUM LAURYLOXYETHYLSULFATE,Intermediates,Intermediates
1037,SODIUM LIGNOSULFONATE,Intermediates,Intermediates
182,SODIUM METABISULFITE,Intermediates,Intermediates
519,SODIUM METAL,,
407,SODIUM METHOXIDE,Intermediates,Intermediates
94,SODIUM METHYLATE,Intermediates,Intermediates
245,SODIUM METHYLATE (25%),Intermediates,Intermediates
615,SODIUM NITRATE,Intermediates,Intermediates
292,SODIUM NITRITE,Intermediates,Intermediates
328,SODIUM OCTYLSULFATE,Intermediates,Intermediates
1049,SODIUM OLEATE,Intermediates,Intermediates
587,SODIUM PEROXODISULFATE,Intermediates,Intermediates
280,SODIUM PHENOLATE,Intermediates,Intermediates
1451,SODIUM PHOSPHATE,Intermediates,Intermediates
1260,"SODIUM PHOSPHATE, MONOBASIC",Intermediates,Intermediates
243,SODIUM PYROPHOSPHATE,Intermediates,Intermediates
463,SODIUM SILICATE (41.6 BE),,
1354,SODIUM SILICATE SOLUTION,,
840,"SODIUM SILICATE, 2.0 (AQ, 38%)",,
492,SODIUM STEARATE,Intermediates,Intermediates
973,SODIUM SULFATE,Intermediates,Intermediates
485,"SODIUM SULFIDE, FLAKE",Intermediates,Intermediates
206,SODIUM SULFITE,Intermediates,Intermediates
817,SODIUM SULFITE.7H2O,Intermediates,Intermediates
997,SODIUM TETRABORATE,Intermediates,Intermediates
1262,SODIUM TETRADECYL SULFONATE,Intermediates,Intermediates
146,SODIUM THIOCYANATE,Intermediates,Intermediates
595,SOLVENT,"Solvents, additives & explosives",Downstream
1099,SOLVENTS AND CATALYSTS,"Solvents, additives & explosives",Downstream
40,SORBENT,,
493,SORBITAN MONOLAURATE,,
1142,SORBITAN MONOOLEATE,,
1464,"SORBITOL, ETHOXYLATED",,
1515,SOYBEAN MEAL,,
1034,"SOYBEAN MEAL, HYDROLYZED",,
95,SOYBEAN OIL,,
402,"SOYBEAN OIL, CRUDE",,
404,"SOYBEAN OIL, EPOXIDIZED",,
89,SOYBEANS,,
974,SPENT SULFITE LIQUOR,,
369,SPIN LUBRICANT,,
600,SPONGE OIL,,
857,"STABILIZER, PB",,
1394,"STABILIZER, PPA",,
1297,"STABILIZER, SBR",,
516,STABILIZER.,,
638,STABILIZERS,,
1376,STANNOUS CHLORIDE,Intermediates,Intermediates
408,STANNOUS OCTOATE,Intermediates,Intermediates
1466,STANNOUS OXIDE,Intermediates,Intermediates
823,STARCH,,
1215,STARCH ACETATE,Intermediates,Intermediates
742,STEARIC ACID,Intermediates,Intermediates
1017,STEARYL ALCOHOL,,
729,STEEL MILL GAS,,
69,STSPP,,
1300,STYRENE-BUTADIENE RUBBER,Intermediates,Intermediates
650,SUBBITUMINOUS COAL,,
1233,SUCCINIC ACID,Intermediates,Intermediates
340,SUCROSE,,
936,SUGAR BEETS,,
309,SUGARCANE,,
704,SULFOLANE,,
1452,SULFONATED SM-DVB RESIN,,
354,SULFUR,,
435,SULFUR DIOXIDE,,
1307,SULFUR DIOXIDE.,,
655,SULFUR MONOCHLORIDE,,
722,SULFUR TRIOXIDE,,
13,SULFURIC ACID,Intermediates,Intermediates
109,SULFURIC ACID (70%),Intermediates,Intermediates
351,SULFURIC ACID (98%),Intermediates,Intermediates
1044,"SULFURIC ACID, DILUTE",Intermediates,Intermediates
261,"SULFURIC ACID, REGENERATED",Intermediates,Intermediates
964,SUPER STA-TAC-100 (TACK),,
965,SUPER STA-TAC-80 (TACK),,
14,SURFACTANT,,
1363,SURLYN(R) RESIN,,
307,SWITCHGRASS,,
382,SYNTHESIS GAS (1:1),,
37,SYNTHESIS GAS (1.02:1),,
70,SYNTHESIS GAS (1.1:1),,
642,SYNTHESIS GAS (1.3:1),,
1021,SYNTHESIS GAS (1.5:1),,
884,SYNTHESIS GAS (1.7:1),,
711,SYNTHESIS GAS (1.8 TO 1),,
79,SYNTHESIS GAS (1.83:1),,
409,SYNTHESIS GAS (2:1),,
139,SYNTHESIS GAS (2.2:1),,
710,SYNTHESIS GAS (3 TO 1),,
400,SYNTHESIS GAS (3:1),,
31,SYNTHESIS GAS (3.4:1),,
143,T-BUTANOL,,
958,"T-BUTANOL, GASOLINE GRADE",,
231,T-BUTYL CATECHOL,Intermediates,Intermediates
1148,T-BUTYL HYDROPEROXIDE,Intermediates,Intermediates
1228,T-BUTYL PERBENZOATE,Intermediates,Intermediates
1402,T-BUTYL PEROCTOATE,Intermediates,Intermediates
244,T-DODECYL MERCAPTAN,Intermediates,Intermediates
1150,T-HEXADECYL MERCAPTAN,Intermediates,Intermediates
249,T-HEXYLPEROXY DIGLYCOLATE,Intermediates,Intermediates
914,TAIL OIL,,
1031,TALC (HIGH PURITY),,
961,"TALL OIL, CRUDE",,
873,"TALLOW, HYDROGENATED",,
962,"TALLOW, INEDIBLE, BLEACHABLE",,
401,"TAR ACID OIL, CRUDE",,
395,"TAR, DEWATERED",,
1401,TBPD CHAIN TRANSFER AGENT,,
439,TEAL,,
675,TECH GRADE ACID,Intermediates,Intermediates
394,TEREPHTHALIC ACID,Intermediates,Intermediates
864,TEREPHTHALOYL CHLORIDE,Intermediates,Intermediates
1234,TERPENE,,
1078,TERPHENYL,Intermediates,Intermediates
1292,TERPINOLENE,Intermediates,Intermediates
685,TETRA ISONONYL TITANATE,Intermediates,Intermediates
881,TETRABROMO BPA,Intermediates,Intermediates
831,TETRABUTYL TITANATE,Intermediates,Intermediates
929,TETRABUTYLAMMONIUM BROMIDE,Intermediates,Intermediates
274,TETRABUTYLAMMONIUM HYDROXIDE,Intermediates,Intermediates
1282,TETRABUTYLPHOSPHONIUM HYDROXIDE,Intermediates,Intermediates
201,TETRADECENE,Intermediates,Intermediates
890,TETRAETHOXYSILANE,Intermediates,Intermediates
458,TETRAETHYL TITANATE,Intermediates,Intermediates
995,TETRAETHYLAMMONIUM HYDROXIDE,Intermediates,Intermediates
850,TETRAETHYLAMMONIUM HYDROXIDE (AQ 37%),Intermediates,Intermediates
1207,TETRAETHYLENEPENTAMINE,Intermediates,Intermediates
719,TETRAFLUOROETHANE,Intermediates,Intermediates
65,TETRAFLUOROETHYLENE,Intermediates,Intermediates
612,TETRAHYDROFURAN,Intermediates,Intermediates
683,TETRAISOPROPYL TITANATE,Intermediates,Intermediates
1371,TETRAMETHYL THIURAM DISULFIDE,Intermediates,Intermediates
635,TETRAMETHYLAMMONIUM CHLORIDE,Intermediates,Intermediates
1080,TETRAMETHYLENEDIAMINE,Intermediates,Intermediates
171,TETRAPHENOXYTITANIUM,Intermediates,Intermediates
346,TETRAPHENYLPHOSPHONIUM CHLORIDE,Intermediates,Intermediates
1471,TETRASODIUM EDTA,Intermediates,Intermediates
1424,TFM SULFONIC ACID,Intermediates,Intermediates
370,THERMINOL(R) MAKEUP,,
723,THIONYL CHLORIDE,Intermediates,Intermediates
1510,Ti/SiO2 CATALYST,,
222,TIBA (IN 1 M TOLUENE),,
1480,TITANIUM COMPLEX,,
1032,TITANIUM DIOXIDE (RUTILE),Intermediates,Intermediates
645,TITANIUM TETRACHLORIDE,Intermediates,Intermediates
893,TITANIUM TRICHLORIDE,Intermediates,Intermediates
548,TOLUENE DIISOCYANATE,Intermediates,Intermediates
344,"TOLUENEDIAMINE, CRUDE",Intermediates,Intermediates
147,TOMAC,,
1385,"TPU, POLYESTER PCPLT",,
613,"TRANS-1,2-DIAMINOCYCLOHEXANE",Intermediates,Intermediates
737,TRANSALKYLATION FEED,Intermediates,Intermediates
517,TRI-N-BUTYLAMINE,Intermediates,Intermediates
207,TRI-O-TOLYLPHOSPHITE,Intermediates,Intermediates
1213,TRIAZINE CATALYST,Intermediates,Intermediates
1096,TRIBUTYL PHOSPHATE,Intermediates,Intermediates
743,TRIBUTYLPHOSPHINE,Intermediates,Intermediates
187,TRICAPRYLYLAMINE,Intermediates,Intermediates
1236,TRICHLOROETHYLENE,Intermediates,Intermediates
478,TRICHLOROSILANE,Intermediates,Intermediates
1135,TRICRESYL PHOSPHATE,Intermediates,Intermediates
1222,TRIDECYL PHOSPHITE,Intermediates,Intermediates
434,TRIDECYLAMINE,Intermediates,Intermediates
5,TRIETHYL PHOSPHATE,Intermediates,Intermediates
270,TRIETHYLAMINE,Intermediates,Intermediates
1006,TRIETHYLHEXYL PHOSPHATE,Intermediates,Intermediates
134,TRIFLUOROACETIC ACID,Intermediates,Intermediates
750,TRIGLYME,,
168,TRIISOBUTYLALUMINUM,Intermediates,Intermediates
1418,TRIMELLITIC ACID,Intermediates,Intermediates
341,TRIMETHYL ORTHOACETATE,Intermediates,Intermediates
282,TRIMETHYLACETIC ACID,Intermediates,Intermediates
226,TRIMETHYLALUMINUM,,
122,TRIMETHYLAMINE,,
1283,TRIMETHYLCHLOROSILANE,,
1535,TRIMETHYLHYDROQUINONE,,
1217,TRIMETHYLOLPROPANE,,
1164,TRIPHENYL PHOSPHATE,,
1196,TRIPHENYL PHOSPHITE,,
1193,TRIPHENYL SILANOL,,
208,TRIPHENYLBORANE,,
1175,TRIPHENYLETHYL-PHOSPHONIUM BROMIDE,,
530,TRIPHENYLMETHANE,,
36,TRIPHENYLPHOSPHINE,Intermediates,Intermediates
1293,TRIS(NONYLPHENOL) PHOSPHITE,,
1472,TRISODIUM HEDTA,,
858,TRISPERFLUOROPHENYLBORANE,,
1155,TRITON(R) X-100,,
1301,TRITYL CHLORIDE,Intermediates,Intermediates
468,TRONA,,
483,TRONA SOLUTION,,
110,TS1 CATALYST,,
172,TTPPC,,
706,UREA-FORMALDEHYDE 85,N-fertilisers,Downstream
691,"UREA, INDUSTRIAL GRADE",N-fertilisers,Downstream
1136,UV STABILIZER,,
943,V-Sb-W CATALYST,,
1414,V3O5 CATALYST,,
252,VA-CA COPOLYMER,Intermediates,Intermediates
1094,VALERIC ACID,Intermediates,Intermediates
908,VANADIUM TAA,,
911,VANADIUM TETRACHLORIDE,Intermediates,Intermediates
898,VANADIUM TRICHLORIDE,Intermediates,Intermediates
1131,VDC EMULSION COPOLYMER,Intermediates,Intermediates
53,VEGETABLE OIL,,
713,VERDEZYNE ENZYMES,,
50,VINYL ACETATE,"Thermosets, fibre & elastomers",Downstream
176,VINYL CHLORIDE,Intermediates,Intermediates
177,VINYLIDENE CHLORIDE,Intermediates,Intermediates
52,VINYLIDENE FLUORIDE,Intermediates,Intermediates
301,VITAMIN B12,,
680,WASTE DISPOSAL,,
915,WASTE FEEDSTOCK,,
381,WASTEWATER TREATMENT,,
1223,"WAX, SYNTHETIC",,
150,WHEAT STRAW,,
42,"WHITE OIL, TECHNICAL GRADE",,
912,WOOD CHIPS,,
1108,WOOD FLOUR FILLER,,
955,WRAPPING FILM,Thermoplastics,Downstream
293,"XYLENES, MIXED",Primary chemicals,Primary chemicals
1481,"XYLENES, MSTDP",Primary chemicals,Primary chemicals
620,"XYLENES, REFORMATE",Primary chemicals,Primary chemicals
1353,"XYLENES, TDP",Primary chemicals,Primary chemicals
295,YEAST,,
1529,YEAST EXTRACT,,
536,ZEOLITE,,
127,ZEOLITE CATALYST,,
800,ZINC ACETATE DIHYDRATE,Intermediates,Intermediates
158,ZINC ACETATE DIHYDRIDE,Intermediates,Intermediates
1316,ZINC CHLORIDE,Intermediates,Intermediates
1340,ZINC FORMALDEHYDE SULFOXYL,Intermediates,Intermediates
954,ZINC FORMATE,Intermediates,Intermediates
159,ZINC NAPHTHENATE,Intermediates,Intermediates
574,ZINC OXIDE,Intermediates,Intermediates
1492,ZINC POWDER,,
1251,ZINC STEARATE,Intermediates,Intermediates
1038,ZINC SULFATE,Intermediates,Intermediates
1357,ZIRCON,,
411,ZIRCONIUM CATALYST,,
1191,ZIRCONOCENE,,
54,ZNO ON ALUMINA,,
