Column1,Code,Data Version,Source/Object,Type,Target/Process,Research Year,Country/Reg,Product,Value,Value unit,Capacity unit,MeasType,Provenance,Value_sigma,ei_match,ei_CO2e_20a_cradle-to-gate,ei_CO2e_20a_cradle-to-gate_sigma,ei_CO2e_20a_conv_factor,ei_CO2e_20a_conv_factor_sigma,ei_CO2e_100a_cradle-to-gate,ei_CO2e_100a_cradle-to-gate_sigma,ei_CO2e_100a_conv_factor,ei_CO2e_100a_conv_factor_sigma,ei_Carbon dioxide_cradle-to-gate,ei_Carbon dioxide_cradle-to-gate_sigma,ei_Carbon dioxide_conv_factor,ei_Carbon dioxide_conv_factor_sigma,ei_Carbon monoxide_cradle-to-gate,ei_Carbon monoxide_cradle-to-gate_sigma,ei_Carbon monoxide_conv_factor,ei_Carbon monoxide_conv_factor_sigma,ei_Chloroform_cradle-to-gate,ei_Chloroform_cradle-to-gate_sigma,ei_Chloroform_conv_factor,ei_Chloroform_conv_factor_sigma,ei_Dinitrogen monoxide_cradle-to-gate,ei_Dinitrogen monoxide_cradle-to-gate_sigma,ei_Dinitrogen monoxide_conv_factor,ei_Dinitrogen monoxide_conv_factor_sigma,ei_Ethane_cradle-to-gate,ei_Ethane_cradle-to-gate_sigma,ei_Ethane_conv_factor,ei_Ethane_conv_factor_sigma,ei_Methane_cradle-to-gate,ei_Methane_cradle-to-gate_sigma,ei_Methane_conv_factor,ei_Methane_conv_factor_sigma,ei_Nitric oxide_cradle-to-gate,ei_Nitric oxide_cradle-to-gate_sigma,ei_Nitric oxide_conv_factor,ei_Nitric oxide_conv_factor_sigma,ei_Nitrogen fluoride_cradle-to-gate,ei_Nitrogen fluoride_cradle-to-gate_sigma,ei_Nitrogen fluoride_conv_factor,ei_Nitrogen fluoride_conv_factor_sigma,ei_Perfluoropentane_cradle-to-gate,ei_Perfluoropentane_cradle-to-gate_sigma,ei_Perfluoropentane_conv_factor,ei_Perfluoropentane_conv_factor_sigma,ei_Sulfur hexafluoride_cradle-to-gate,ei_Sulfur hexafluoride_cradle-to-gate_sigma,ei_Sulfur hexafluoride_conv_factor,ei_Sulfur hexafluoride_conv_factor_sigma,ei_Other_cradle-to-gate,ei_Other_cradle-to-gate_sigma,ei_Other_conv_factor,ei_Other_conv_factor_sigma,cm_match,cm_CO2e_20a_cradle-to-gate,cm_CO2e_20a_cradle-to-gate_sigma,cm_CO2e_20a_conv_factor,cm_CO2e_20a_conv_factor_sigma,cm_CO2e_100a_cradle-to-gate,cm_CO2e_100a_cradle-to-gate_sigma,cm_CO2e_100a_conv_factor,cm_CO2e_100a_conv_factor_sigma,cm_Carbon dioxide_cradle-to-gate,cm_Carbon dioxide_cradle-to-gate_sigma,cm_Carbon dioxide_conv_factor,cm_Carbon dioxide_conv_factor_sigma,cm_Carbon monoxide_cradle-to-gate,cm_Carbon monoxide_cradle-to-gate_sigma,cm_Carbon monoxide_conv_factor,cm_Carbon monoxide_conv_factor_sigma,cm_Chloroform_cradle-to-gate,cm_Chloroform_cradle-to-gate_sigma,cm_Chloroform_conv_factor,cm_Chloroform_conv_factor_sigma,cm_Dinitrogen monoxide_cradle-to-gate,cm_Dinitrogen monoxide_cradle-to-gate_sigma,cm_Dinitrogen monoxide_conv_factor,cm_Dinitrogen monoxide_conv_factor_sigma,cm_Ethane_cradle-to-gate,cm_Ethane_cradle-to-gate_sigma,cm_Ethane_conv_factor,cm_Ethane_conv_factor_sigma,cm_Methane_cradle-to-gate,cm_Methane_cradle-to-gate_sigma,cm_Methane_conv_factor,cm_Methane_conv_factor_sigma,cm_Nitric oxide_cradle-to-gate,cm_Nitric oxide_cradle-to-gate_sigma,cm_Nitric oxide_conv_factor,cm_Nitric oxide_conv_factor_sigma,cm_Nitrogen fluoride_cradle-to-gate,cm_Nitrogen fluoride_cradle-to-gate_sigma,cm_Nitrogen fluoride_conv_factor,cm_Nitrogen fluoride_conv_factor_sigma,cm_Perfluoropentane_cradle-to-gate,cm_Perfluoropentane_cradle-to-gate_sigma,cm_Perfluoropentane_conv_factor,cm_Perfluoropentane_conv_factor_sigma,cm_Sulfur hexafluoride_cradle-to-gate,cm_Sulfur hexafluoride_cradle-to-gate_sigma,cm_Sulfur hexafluoride_conv_factor,cm_Sulfur hexafluoride_conv_factor_sigma,cm_Other_cradle-to-gate,cm_Other_cradle-to-gate_sigma,cm_Other_conv_factor,cm_Other_conv_factor_sigma
5352,2M-1524,2022 Q1,ELECTRICITY,Indirect Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.565706165,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.028285308,"electricity, medium voltage",0.3761431359814017,0.05642147,0.6649090277047398,0.066490903,0.3309614168014904,0.049644213,0.5850412058672869,0.058504121,0.3012916621579246,0.045193749,0.5325939169892919,0.053259392,0.000212944,3.194161188841486e-05,0.000376422,3.764217053283001e-05,1.323057845301498e-09,1.9845867679522478e-10,2.3387721889999997e-09,2.3387721889999997e-10,9.945232419127036e-06,1.4917848628690554e-06,1.758020866404e-05,1.758020866404e-06,2.731307055081385e-09,4.0969605826220786e-10,4.828137335588799e-09,4.8281373355888e-10,0.000812437,0.000121866,0.001436147,0.000143615,1.4361530359957337e-12,2.1542295539936005e-13,2.5386908e-12,2.5386908e-13,6.666612949419764e-18,9.999919424129651e-19,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,8.750740085000509e-08,1.3126110127500761e-08,1.5468702004713098e-07,1.54687020047131e-08,5.1821478715349655e-12,7.773221807302449e-13,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,2M-1524,2022 Q1,NATURAL GAS,Indirect Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.1130385595920966,kg/kg,MM KG/yr,Utilities,IHS PEP,0.005651928,"natural gas, high pressure",0.084941343,0.012741201,0.7514368803090485,0.075143688,0.044605076,0.006690761,0.394600531,0.039460053,0.022575885,0.003386383,0.199718439,0.019971844,6.166014261464976e-05,9.249021392197447e-06,0.000545479,5.454788422389e-05,2.219789062061813e-13,3.3296835930927146e-14,1.963744999999996e-12,1.9637449999999962e-13,4.106192674532423e-07,6.159289011798625e-08,3.632559269465e-06,3.632559269465e-07,4.410476307341156e-11,6.6157144610117216e-12,3.901744964954e-10,3.901744964954e-11,0.000728344,0.000109252,0.006443321,0.000644332,3.624518676920004e-13,5.4367780153799984e-14,3.2064445e-12,3.2064445000000013e-13,3.8950799734990347e-19,5.842619960248543e-20,3.4457976e-18,3.4457976000000003e-19,0,0,0,0,5.739550286804762e-10,8.609325430207125e-11,5.077515413781031e-09,5.07751541378103e-10,-2.34E-12,-3.51E-13,-2.07E-11,-2.07E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,2M-1524,2022 Q1,STEAM,Indirect Utilities,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,2.3,kg/kg,MM KG/yr,Utilities,IHS PEP,0.1149999999999999,"steam, in chemical industry",0.7243297387959107,0.1086494608193864,0.3149259733895264,0.031492597,0.661726366,0.099258955,0.2877071155397674,0.028770712,0.6258322423325802,0.093874836,0.2721009749272088,0.027210097,0.000359303,5.389545602702097e-05,0.000156219,1.5621871312179997e-05,7.540606073999999e-11,1.1310909110999995e-11,3.27852438e-11,3.27852438e-12,5.3151157643696e-06,7.972673646554399e-07,2.310919897552e-06,2.3109198975520002e-07,4.833775718719717e-09,7.250663578079572e-10,2.1016416168346598e-09,2.10164161683466e-10,0.001104962,0.000165744,0.000480418,4.804184542818481e-05,3.72907763e-11,5.593616444999999e-12,1.6213381e-11,1.621338100000001e-12,4.02904984e-18,6.043574759999998e-19,1.7517608e-18,1.7517608e-19,0,0,0,0,8.108791466113674e-09,1.2163187199170504e-09,3.525561507005945e-09,3.5255615070059456e-10,9.47475639e-11,1.4212134584999995e-11,4.1194593e-11,4.1194593e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,2M-1524,2022 Q1,"CATALYST, ZEOLITE",Raw Material,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.0004,kg/kg,MM KG/yr,Recipe,IHS PEP,2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,2M-1524,2022 Q1,HYDROGEN,Raw Material,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.001020828,kg/kg,MM KG/yr,Recipe,IHS PEP,5.1041377839024447e-05,"hydrogen, gaseous",0.001858668,0.0002788,1.820746325259459,0.1820746325259459,0.001637177,0.000245577,1.6037747458761358,0.1603774745876136,0.00150061,0.000225092,1.4699937650139512,0.1469993765013951,2.1772494401797182e-06,3.26587416026906e-07,0.002132828,0.000213283,5.75102282358447e-13,8.626534235376958e-14,5.63368689e-10,5.63368689e-11,4.754410995669411e-08,7.1316164935043235e-09,4.65740855455e-05,4.6574085545500005e-06,6.020432775406636e-12,9.030649163110216e-13,5.8976001729367e-09,5.8976001729367e-10,3.8270993006613605e-06,5.740648950990471e-07,0.003749016,0.000374902,1.0492347376994625e-12,1.573852106549239e-13,1.0278276e-09,1.0278276e-10,1.851261995104267e-20,2.776892992656481e-21,1.8134914e-17,1.8134914e-18,0,0,0,0,2.3774363375474878e-11,3.566154506321335e-12,2.3289304072528293e-08,2.328930407252829e-09,2.7790031452990215e-12,4.168504717948653e-13,2.7223042e-09,2.7223042e-10,hydrogen; technology mix; steam reforming of natural gas,0.010494239,0.001574136,10.280128552931046,1.0280128552931047,0.00938759,0.001408138,9.196058106369614,0.9196058106369616,0.008782301,0.001317345,8.603118628684351,0.8603118628684351,1.2097708907837766e-06,1.814656336175513e-07,0.001185088,0.000118509,1.04481852154849e-12,1.5672277823227812e-13,1.0235014862292271e-09,1.0235014862292272e-10,1.3874858979538485e-08,2.0812288469308327e-09,1.3591775503493032e-05,1.3591775503493034e-06,1.475590228750532e-11,2.213385343125862e-12,1.4454843219597377e-08,1.4454843219597374e-09,2.003949232179288e-05,3.005923848268948e-06,0.019630634,0.001963063,0,0,0,0,1.747097916465863e-17,2.6206468746988706e-18,1.7114525414812033e-14,1.7114525414812033e-15,0,0,0,0,4.82530605833048e-11,7.237959087495931e-12,4.7268571721839774e-08,4.726857172183978e-09,0,0,0,0
5348,2M-1524,2022 Q1,METHANOL,Raw Material,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.551696068,kg/kg,MM KG/yr,Recipe,IHS PEP,0.027584803,methanol,0.8317025733647497,0.1247553860047123,1.5075376116679522,0.1507537611667952,0.5793308818946901,0.086899632,1.0500906478186274,0.1050090647818627,0.4408248327071501,0.066123725,0.7990356609992278,0.079903566,0.000514441,7.71661070884071e-05,0.000932471,9.324712343671e-05,6.483904199309422e-10,9.725856298964128e-11,1.1752674289999998e-09,1.1752674289999998e-10,3.510527329664121e-06,5.265790994496179e-07,6.3631545167000025e-06,6.363154516700003e-07,-4.74E-09,-7.11E-10,-8.59E-09,-8.59E-10,0.004545401,0.00068181,0.008238959,0.000823896,3.929210239155402e-12,5.893815358733101e-13,7.1220559e-12,7.122055900000005e-13,-2.56E-17,-3.84E-18,-4.64E-17,-4.64E-18,0,0,0,0,8.486247853635243e-09,1.2729371780452858e-09,1.5382106814380313e-08,1.538210681438031e-09,8.569400139170452e-11,1.2854100208755672e-11,1.5532828e-10,1.5532828e-11,methanol; production mix,1.5835266609374266,0.2375289991406138,2.870288101651933,0.2870288101651933,1.1734270997342449,0.1760140649601365,2.1269448286581323,0.2126944828658132,0.9401535137478712,0.1410230270621806,1.7041149421755168,0.1704114942175517,0.00035887,5.3830548242355686e-05,0.000650486,6.504855520145e-05,1.0055625760680434e-09,1.5083438641020638e-10,1.822674899484135e-09,1.8226748994841352e-10,3.934757581085899e-05,5.9021363716288446e-06,7.132110968810444e-05,7.132110968810444e-06,3.184210198555733e-09,4.776315297833598e-10,5.771674624450428e-09,5.771674624450425e-10,0.007438382,0.001115757,0.013482754,0.001348275,0,0,0,0,3.233707578750041e-15,4.850561368125058e-16,5.861393190572047e-15,5.861393190572047e-16,0,0,0,0,1.841269698365452e-08,2.761904547548176e-09,3.3374711253815993e-08,3.337471125381599e-09,0,0,0,0
5349,2M-1524,2022 Q1,TOLUENE,Raw Material,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY,2013,Germany,P-XYLENE,0.969976555,kg/kg,MM KG/yr,Recipe,IHS PEP,0.048498828,"toluene, liquid",2.179296631026191,0.3268944946539285,2.2467518608907304,0.224675186,1.5128225124124428,0.2269233768618663,1.5596485336461738,0.1559648533646174,1.149795721,0.1724693580920202,1.1853850633064484,0.1185385063306447,0.001983626,0.000297544,0.002045024,0.000204502,3.339560402453505e-12,5.009340603680259e-13,3.44292899e-12,3.4429289900000013e-13,5.6631021203739306e-08,8.494653180560895e-09,5.8383907203000004e-08,5.838390720300001e-09,-9.01E-11,-1.35E-11,-9.29E-11,-9.29E-12,0.011953017,0.001792953,0.012322996,0.0012323,3.1583226207071363e-13,4.737483931060701e-14,3.2560814e-13,3.2560814e-14,6.591011257932477e-19,9.886516886898714e-20,6.7950212e-19,6.7950212e-20,0,0,0,0,-3.03E-11,-4.54E-12,-3.12E-11,-3.12E-12,1.1797955791036024e-12,1.769693368655403e-13,1.2163135e-12,1.2163135e-13,toluene; production mix,0.9348282076931484,0.1402242311539721,0.9637637141019768,0.096376371,0.809499885,0.1214249826765429,0.8345561343147235,0.083455613,0.7364027499268364,0.1104604124890253,0.7591964421952463,0.075919644,0.000774014,0.000116102,0.000797972,7.979719192152001e-05,1.327460758307862e-09,1.9911911374617924e-10,1.368549322991068e-09,1.3685493229910678e-10,1.3494472264629032e-05,2.0241708396943542e-06,1.3912163328595193e-05,1.3912163328595191e-06,1.1319913620698632e-08,1.6979870431047934e-09,1.1670296108543526e-08,1.167029610854352e-09,0.002210356,0.000331553,0.002278773,0.000227877,0,0,0,0,1.5403280298966067e-14,2.3104920448449094e-15,1.5880054226132384e-14,1.5880054226132386e-15,0,0,0,0,1.8442521276827683e-08,2.7663781915241507e-09,1.9013368078634672e-08,1.9013368078634674e-09,0,0,0,0
16555,2M-66,2022 Q1,BENZENE,By-Product,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",-0.926369036,kg/kg,MM KG/yr,Recipe,IHS PEP,0.046318452,benzene,-2.414987551,-0.120749378,2.606938980866669,0.2606938980866669,-1.735600363,-0.086780018,1.873551786944761,0.1873551786944761,-1.365240832,-0.068262042,1.473754819337314,0.1473754819337313,-0.002109447,-0.000105472,0.002277114,0.000227711,-1.44E-10,-7.19E-12,1.551695894e-10,1.551695894e-11,-8.80E-07,-4.40E-08,9.49880906174e-07,9.498809061740001e-08,-4.66E-10,-2.33E-11,5.025129961437526e-10,5.0251299614375296e-11,-0.01217618,-0.000608809,0.013143984,0.001314398,-4.84E-12,-2.42E-13,5.2260755e-12,5.2260755e-13,-5.71E-18,-2.85E-19,6.1608762e-18,6.160876200000005e-19,0,0,0,0,-4.27E-10,-2.14E-11,4.6100344463964487e-10,4.610034446396449e-11,-1.44E-11,-7.19E-13,1.5533561e-11,1.5533561000000001e-12,benzene; production mix,-1.336619984,-0.066830999,1.4428590890286377,0.1442859089028637,-1.179264305,-0.058963215,1.272996245,0.127299625,-1.08875802,-0.054437901,1.175296212538518,0.1175296212538517,-0.000823372,-4.12E-05,0.000888817,8.888166973874e-05,-1.60E-09,-8.02E-11,1.730966035298328e-09,1.7309660352983282e-10,-1.31E-05,-6.57E-07,1.4187164751146388e-05,1.418716475114639e-06,-1.31E-08,-6.56E-10,1.4154546943283873e-08,1.415454694328387e-09,-0.002789932,-0.000139497,0.003011685,0.000301169,0,0,0,0,-1.95E-14,-9.74E-16,2.102350723858385e-14,2.102350723858385e-15,0,0,0,0,-2.31E-08,-1.15E-09,2.488941882914232e-08,2.488941882914232e-09,0,0,0,0
16556,2M-66,2022 Q1,C9+ AROMATICS,By-Product,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",-0.116685846,kg/kg,MM KG/yr,Recipe,IHS PEP,0.005834292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16557,2M-66,2022 Q1,FUEL GAS,By-Product,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",-0.013327756,kg/kg,MM KG/yr,Recipe,IHS PEP,0.000666388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,2M-66,2022 Q1,COOLING WATER,Direct Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",14.69328285,kg/kg,MM KG/yr,Utilities,IHS PEP,0.7346641423491351,COOLING WATER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,2M-66,2022 Q1,ELECTRICITY,Direct Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",0.047948639,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.002397432,ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,2M-66,2022 Q1,NATURAL GAS,Direct Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",0.020578055,kg/kg,MM KG/yr,Utilities,IHS PEP,0.001028903,NATURAL GAS,0.055560748,0.004835843,2.7,0.1,0.055560748,0.004835843,2.7,0.1,0.055560748,0.004835843,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,2M-66,2022 Q1,STEAM,Direct Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",2.957422325,kg/kg,MM KG/yr,Utilities,IHS PEP,0.1478711162255465,STEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16562,2M-66,2022 Q1,COOLING WATER,Indirect Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",14.69328285,kg/kg,MM KG/yr,Utilities,IHS PEP,0.7346641423491351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16563,2M-66,2022 Q1,ELECTRICITY,Indirect Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",0.047948639,kWh/kg,MM KG/yr,Utilities,IHS PEP,0.002397432,"electricity, medium voltage",0.031881483,0.004782222,0.6649090277047398,0.066490903,0.02805193,0.004207789,0.5850412058672869,0.058504121,0.025537154,0.003830573,0.5325939169892919,0.053259392,1.8048908574015486e-05,2.707336286102303e-06,0.000376422,3.764217053283001e-05,1.1214094409857474e-10,1.6821141614786083e-11,2.3387721889999997e-09,2.3387721889999997e-10,8.429470840759127e-07,1.2644206261138597e-07,1.758020866404e-05,1.758020866404e-06,2.3150261560191027e-10,3.472539234028628e-11,4.828137335588799e-09,4.8281373355888e-10,6.88612922857616e-05,1.0329193842857929e-05,0.001436147,0.000143615,1.217267694670565e-13,1.825901542005833e-14,2.5386908e-12,2.5386908e-13,5.650548634306714e-19,8.475822951460005e-20,1.1784586e-17,1.1784586000000002e-18,0,0,0,0,7.417032128852816e-09,1.112554819327914e-09,1.5468702004713098e-07,1.54687020047131e-08,4.3923321783404164e-13,6.588498267510574e-14,9.1604939e-12,9.1604939e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16565,2M-66,2022 Q1,NATURAL GAS,Indirect Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",0.020578055,kg/kg,MM KG/yr,Utilities,IHS PEP,0.001028903,"natural gas, high pressure",0.015463109,0.002319466,0.7514368803090485,0.075143688,0.008120111,0.001218017,0.394600531,0.039460053,0.004109817,0.000616473,0.199718439,0.019971844,1.1224893437555327e-05,1.6837340156332991e-06,0.000545479,5.454788422389e-05,4.041005197022487e-14,6.061507795533731e-15,1.963744999999996e-12,1.9637449999999962e-13,7.475100324329436e-08,1.1212650486494153e-08,3.632559269465e-06,3.632559269465e-07,8.029032120176228e-12,1.2043548180264342e-12,3.901744964954e-10,3.901744964954e-11,0.000132591,1.988865270749093e-05,0.006443321,0.000644332,6.598239022105315e-14,9.897358533157973e-15,3.2064445e-12,3.2064445000000013e-13,7.09078113985657e-20,1.0636171709784856e-20,3.4457976e-18,3.4457976000000003e-19,0,0,0,0,1.0448538977846395e-10,1.5672808466769588e-11,5.077515413781031e-09,5.07751541378103e-10,-4.26E-13,-6.39E-14,-2.07E-11,-2.07E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16564,2M-66,2022 Q1,STEAM,Indirect Utilities,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",2.957422325,kg/kg,MM KG/yr,Utilities,IHS PEP,0.1478711162255465,"steam, in chemical industry",0.9313691042705204,0.1397053656405779,0.3149259733895264,0.031492597,0.8508714464179536,0.1276307169626929,0.2877071155397674,0.028770712,0.8047174977709162,0.1207076246656371,0.2721009749272088,0.027210097,0.000462005,6.930070645391698e-05,0.000156219,1.5621871312179997e-05,9.695981192865354e-11,1.4543971789298032e-11,3.27852438e-11,3.27852438e-12,6.834366095176797e-06,1.0251549142765197e-06,2.310919897552e-06,2.3109198975520002e-07,6.2154418357480684e-09,9.323162753622104e-10,2.1016416168346598e-09,2.10164161683466e-10,0.0014208,0.00021312,0.000480418,4.804184542818481e-05,4.794981492520135e-11,7.1924722387802026e-12,1.6213381e-11,1.621338100000001e-12,5.1806964971231274e-18,7.77104474568469e-19,1.7517608e-18,1.7517608e-19,0,0,0,0,1.042657430725578e-08,1.563986146088367e-09,3.525561507005945e-09,3.5255615070059456e-10,1.2182980898734167e-10,1.827447134810125e-11,4.1194593e-11,4.1194593e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16558,2M-66,2022 Q1,"CATALYST, ZSM-5 (MTDP)",Raw Material,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",8.05523590333714e-05,kg/kg,MM KG/yr,Recipe,IHS PEP,4.0276179516685705e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16561,2M-66,2022 Q1,HYDROGEN,Raw Material,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",0.013006169,kg/kg,MM KG/yr,Recipe,IHS PEP,0.000650308,"hydrogen, gaseous",0.023680934,0.00355214,1.820746325259459,0.1820746325259459,0.020858965,0.003128845,1.6037747458761358,0.1603774745876136,0.019118987,0.002867848,1.4699937650139512,0.1469993765013951,2.7739918885653663e-05,4.1609878328470986e-06,0.002132828,0.000213283,7.327268235402906e-12,1.0990902353103908e-12,5.63368689e-10,5.63368689e-11,6.057504158000513e-07,9.086256237000397e-08,4.65740855455e-05,4.6574085545500005e-06,7.670518304624091e-11,1.1505777456935663e-11,5.8976001729367e-09,5.8976001729367e-10,4.876034055102334e-05,7.314051082650991e-06,0.003749016,0.000374902,1.3368099207498565e-11,2.005214881124702e-12,1.0278276e-09,1.0278276e-10,2.358657516800041e-19,3.537986275199916e-20,1.8134914e-17,1.8134914e-18,0,0,0,0,3.0290461874652763e-10,4.543569281197728e-11,2.3289304072528293e-08,2.328930407252829e-09,3.540674780341568e-11,5.311012170512135e-12,2.7223042e-09,2.7223042e-10,hydrogen; technology mix; steam reforming of natural gas,0.1337050866910178,0.020055763,10.280128552931046,1.0280128552931047,0.1196054835303803,0.017940823,9.196058106369614,0.9196058106369616,0.1118936126273816,0.016784042,8.603118628684351,0.8603118628684351,1.5413459643740617e-05,2.312018946560737e-06,0.001185088,0.000118509,1.3311833041781064e-11,1.996774956267078e-12,1.0235014862292271e-09,1.0235014862292272e-10,1.7677692575753326e-07,2.65165388636289e-08,1.3591775503493032e-05,1.3591775503493034e-06,1.8800213011249718e-10,2.820031951687341e-11,1.4454843219597377e-08,1.4454843219597374e-09,0.000255319,3.829790109880282e-05,0.019630634,0.001963063,0,0,0,0,2.2259440555445555e-16,3.3389160833166966e-17,1.7114525414812033e-14,1.7114525414812033e-15,0,0,0,0,6.147830202013599e-10,9.221745303020019e-11,4.7268571721839774e-08,4.726857172183978e-09,0,0,0,0
16559,2M-66,2022 Q1,MOLECULAR SIEVES,Raw Material,"XYLENES, MIXED [BENZENE BY-PRODUCT] FROM TOLUENE BY DISPROPORTIONATION",1997,Germany,"XYLENES, MIXED",1.61104718066743e-05,kg/kg,MM KG/yr,Recipe,IHS PEP,8.05523590333715e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
